AnioPresupuesto,CodigoIndicador,NombreIndicador,DescripcionIndicador,IndicadorFrecuencia,AñoBasePresupuesto,Avance,Meta,UnidadMedidaTotal,MetodoCalculo,DescripcionPoblacion,CodigoNivelEntidad,NombreEntidad,IdNegocioProyecto,NombreProyectoActividad,
2021,656,PARTICIPACION DE LA ESCUELA DE POSGRADO EN LA MATRICULACION ESTUDIANTIL DE LA UNIVERSIDAD NACIONAL DEL ESTE,"MIDE LA PARTICIPACION DE LA ESCUELA DE POSGRADO EN LA MATRICULACION ESTUDIANTIL DE LA UNIVERSIDAD NACIONAL DEL ESTE, TOMANDO COMO REFERENCIA EL TOTAL DE ALUMNOS MATRICULADOS EN ELLA EN UN A?O DETERMINADO, PARA LA DEMANDA DE SERVICIOS DE FORMACION OFERTADOS PARA ESE MISMO A?O",ANUAL,2018,1072,11290,,NUMERO DE ALUMNOS MATRICULADOS PARA LA FORMACION EN POSGRADO EN EL A?O T/TOTAL DE ALUMNOS MATRICULADOS EN LA UNIVERSIDAD NACIONAL DEL ESTE EN EL A?O T)*100,,28-2,Universidad Nacional del Este,28-2-1-1-8,FORMACION EN POST-GRADO,
2021,975,% PORCENTAJE DE VENTA PETROPAR SOBRE VENTA NACIONAL,MIDE LA PARTICIPACION DEL EMBLEMA DE PETROPAR EN LAS VENTAS DE COMBUSTIBLES DE TODOS LOS EMBLEMAS A NIVEL NACIONAL.,ANUAL,2019,398553541,3268613084,LITROS,(N? DE LITROS VENDIDOS EN LA RED PETROPAR EN EL A?O T/ N? DE LITROS VENDIDOS POR TODOS LOS EMBLEMAS A NIVEL NACIONAL EN EL A?O T),HIDROCARBUROS Y COMBUSTIBLES VENDIDO POR TODOS LOS EMBLEMAS A NIVEL NACIONAL,25-6,Petróleos Paraguayos,25-6-1-1-3,PRODUCCION DE ALCOHOL,
2021,973,CONSUMIDORES FINALES DE ESTACIONES DE SERVICIO PROPIAS DE PETROPAR,MIDE LA CANTIDAD DE CLIENTES CONSIDERADOS COMO CONSUMIDORES FINALES DE COMBUSTIBLES COMERCIALIZADOS POR LA INSTITUCION EN BASE A ESTADISTICAS DE VENTAS DE SUS PROPIAS ESTACIONES DE SERVICIO (EESS).,ANUAL,2019,25700,492001,,(NUMERO DE  CONSUMIDORES FINALES QUE COMPRARON COMBUSTIBLE DE LAS ESTACIONES DE SERVICIO PROPIAS DE PETROPAR EN EL A?O T/ NUMERO ESTIMADO DE CONSUMIDORES FINALES QUE DEMANDARIAN EL COMBUSTIBLE DE LAS ESTACIONES DE SERVICIO PROPIAS PETROPAR EN EL A?O T)*100,,25-6,Petróleos Paraguayos,25-6-1-1-3,PRODUCCION DE ALCOHOL,
2020,973,CONSUMIDORES FINALES DE ESTACIONES DE SERVICIO PROPIAS DE PETROPAR,MIDE LA CANTIDAD DE CLIENTES CONSIDERADOS COMO CONSUMIDORES FINALES DE COMBUSTIBLES COMERCIALIZADOS POR LA INSTITUCION EN BASE A ESTADISTICAS DE VENTAS DE SUS PROPIAS ESTACIONES DE SERVICIO (EESS).,ANUAL,2019,25700,492001,,(NUMERO DE  CONSUMIDORES FINALES QUE COMPRARON COMBUSTIBLE DE LAS ESTACIONES DE SERVICIO PROPIAS DE PETROPAR EN EL A?O T/ NUMERO ESTIMADO DE CONSUMIDORES FINALES QUE DEMANDARIAN EL COMBUSTIBLE DE LAS ESTACIONES DE SERVICIO PROPIAS PETROPAR EN EL A?O T)*100,,25-6,Petróleos Paraguayos,25-6-1-1-3,PRODUCCION DE ALCOHOL,
2020,979,ESTACIONES DE SERVICIOS ABASTECIDOS CON HIDROCARBUROS-COMBUSTIBLES DE PETROPAR,MIDE LA CANTIDAD DE ESTACIONES DE SERVICIO CONSIDERADOS COMO CLIENTES DE HIDROCARBUROS-COMBUSTIBLES ABASTECIDOS POR LA INSTITUCION PARA SU POSTERIOR COMERCIALIZACION EN EL MERCADO NACIONAL,ANUAL,2019,273,552,UNIDADES,(NUMERO DE ESTACIONES DE SERVICIO QUE RECIBEN HIDROCARBUROS-COMBUSTIBLES DE PETROPAR EN EL A?O T/ NUMERO DE ESTACIONES DE SERVICIO PLANIFICADOS PARA SER ABASTECIDOS POR PETROPAR EN EL A?O T)*100,ESTACIONES DE SERVICIO CON EMBLEMA PETROPAR,25-6,Petróleos Paraguayos,25-6-1-1-3,PRODUCCION DE ALCOHOL,
2021,979,ESTACIONES DE SERVICIOS ABASTECIDOS CON HIDROCARBUROS-COMBUSTIBLES DE PETROPAR,MIDE LA CANTIDAD DE ESTACIONES DE SERVICIO CONSIDERADOS COMO CLIENTES DE HIDROCARBUROS-COMBUSTIBLES ABASTECIDOS POR LA INSTITUCION PARA SU POSTERIOR COMERCIALIZACION EN EL MERCADO NACIONAL,ANUAL,2019,273,552,UNIDADES,(NUMERO DE ESTACIONES DE SERVICIO QUE RECIBEN HIDROCARBUROS-COMBUSTIBLES DE PETROPAR EN EL A?O T/ NUMERO DE ESTACIONES DE SERVICIO PLANIFICADOS PARA SER ABASTECIDOS POR PETROPAR EN EL A?O T)*100,ESTACIONES DE SERVICIO CON EMBLEMA PETROPAR,25-6,Petróleos Paraguayos,25-6-1-1-3,PRODUCCION DE ALCOHOL,
2021,669,PORCENTAJE DE OEE CON PLANES Y PROGRAMAS QUE INCORPARAN PRINCIPIOS  DE IGUALDAD ENTRE MUJERES Y HOMBRES ,,,,,,,,,,,,,
";CON EL FIN DE DEMOSTRAR LOS RESULTADOS DEL TRABAJO ARTICULADO CON LAS INSTITUCIONES DEL ESTADO PARA EL EMPODERAMIENTO SOCIAL, POLITICO Y ECONOMICO DE LAS MUJERES, SE RELEVARA Y ANALIZARA EL CONTENIDO DE LAS POLITICAS PUBLICAS SECTORIALES, VERIFICANDO LA PRESENCIA E IMPLEMENTACION REAL DE LA PERSPECTIVA DE GENERO EN EL CONTENIDO DE LOS PLANES, PROGRAMAS Y PROYECTOS. SE TOMA COMO UNIVERSO DEL DENOMINADOR DEL INDICADOR A TOTAL DE LAS INSTITUCIONES DE LA ADMINISTRACION PUBLICA: ORGANISMOS Y ENTIDADES DE LA ADMINISTRACION CENTRAL Y ENTES DESCENTRALIZADOS, ASI COMO GOBIERNOS MUNICIPALES Y DEPARTAMENTALES.""",ANUAL,2020,41,381,,(CANTIDAD DE INSTITUCIONES DE LA ADMINISTRACION PUBLICA CON PLANES Y PROGRAMAS QUE INCORPORAN PRINCIPIOS DE IGUALDAD ENTRE MUJERES Y HOMBRES) / CANTIDAD DE INSTITUCIONES DE LA ADMINISTRACION PUBLICA) * 100,,14-Dec,Ministerio de la Mujer,12-14-1-1-2,PROMOCIÓN Y CONTROL DE POLÍTICAS CON PERSPECTIVA DE IGUALDAD,,,,
2021,1001,PORCENTAJE DE LA POBLACION ATENDIDA EN EL HOSPITAL DISTRITAL DE  LIMPIO EN EL A?O T,CORRESPONDE A LA CANTIDAD DE PERSONAS ATENDIDAS EN RELACION A LA POBLACION DISTRITAL.,TRIMESTRAL,2018,121650,218600,ATENCIONES,NUMERO DE PERSONAS ATENDIDAS EN EL A?O T/POBLACION DISTRITAL EN EL A?O T *100,CANTIDAD DE PERSONAS ATENDIDAS,8-Dec,Ministerio de Salud Pública y Bienestar Social,12-8-2-2-32,SERV. DE ATENC. INT. A POBLACIÓN EN EL H. LIMPIO,
2020,1001,PORCENTAJE DE LA POBLACION ATENDIDA EN EL HOSPITAL DISTRITAL DE  LIMPIO EN EL A?O T,CORRESPONDE A LA CANTIDAD DE PERSONAS ATENDIDAS EN RELACION A LA POBLACION DISTRITAL.,TRIMESTRAL,2018,121650,218600,ATENCIONES,NUMERO DE PERSONAS ATENDIDAS EN EL A?O T/POBLACION DISTRITAL EN EL A?O T *100,CANTIDAD DE PERSONAS ATENDIDAS,8-Dec,Ministerio de Salud Pública y Bienestar Social,12-8-2-2-32,SERV. DE ATENC. INT. A POBLACIÓN EN EL H. LIMPIO,
2022,767,PORCENTAJE DE EMISIONES Y RENOVACIONES DE REGISTROS PROFESIONALES                         ,"REGISTRO DE PROFESIONALES, RENOVACION DE REGISTRO                                                    ",TRIMESTRAL,2018,153000,153000,CERTIFICACIONES,(NUMERO DE REGISTRO PROFESIONAL Y RENOVACION DE REGISTRO EMITIDOS EN E L A?O T/ TOTAL DE REGISTROS Y RENOVACION SOLICITADO EN EL A?O T)*100                    ,"REGISTRO DE PROFESIONALES, RENOVACION DE REGISTRO",8-Dec,Ministerio de Salud Pública y Bienestar Social,12-8-1-1-25,CERTIFICACIONES DE PROF SANIT Y ESTABLEC DE SALUD,
2020,880,% DE CUMPLIMIENTO DE PLAN DE TRABAJO SOBRE EDUCACION AMBIENTAL,SE MEDIRA EL PORCENTAJE DE AVANCE DEL PLAN DE TRABAJO DEL AREA DE MEDIO AMBIENTE.,SEMESTRAL,2019,88,110,,(CANTIDAD DE ACCIONES  REALIZADAS CONFORME AL PLAN DE TRABAJO EN EL A?O T/CANTIDAD DE ACCIONES PROGRAMAS EN EL PLAN DE TRABAJO PARA EL A?O T)*100,,22-11,Gobierno Departamental de Central,22-11-1-1-7, ACCIONES PARA EL CUIDADO DE LOS RECURSOS NATURALES,
2020,613,TASA DE VARIACION DE CERTIFICACIONES ATENDIDAS                    ,"CERTIFICACIONES DE PRODUCTOS, SERVICIOS, SISTEMAS Y PERSONAS, DE CONFORMIDAD A LAS NORMAS TECNICAS NACIONALES E INTERNACIONALES, EN CONCORDANCIA CON LOS LINEAMIENTOS  ACEPTADOS. APLICABLES A LOS CASOS EXIGIDOS POR LEY Y PARA AQUELLOS QUE SEAN DE CARACTER VOLUNTARIO.                                                   ",ANUAL,2018,35,1177,CERTIFICADOS,((NUMERO DE CERTIFICACIONES ATENDIDAS EN EL A?O T - NUMERO DE CERTIFICACIONES ATENDIDAS EN EL A?O T-1) / NUMERO DE CERTIFICACIONES ATENDIDAS EN EL A?O T-1) * 100                    ,CERTIFICACIONES ATENDIDAS,23-1,"Instituto Nacional de Tecnología, Normalizacion y Metrología",23-1-1-1-2,SERVICIOS DE CERTIFICACIÓN,
2021,613,TASA DE VARIACION DE CERTIFICACIONES ATENDIDAS                    ,"CERTIFICACIONES DE PRODUCTOS, SERVICIOS, SISTEMAS Y PERSONAS, DE CONFORMIDAD A LAS NORMAS TECNICAS NACIONALES E INTERNACIONALES, EN CONCORDANCIA CON LOS LINEAMIENTOS  ACEPTADOS. APLICABLES A LOS CASOS EXIGIDOS POR LEY Y PARA AQUELLOS QUE SEAN DE CARACTER VOLUNTARIO.                                                   ",ANUAL,2018,35,1177,CERTIFICADOS,((NUMERO DE CERTIFICACIONES ATENDIDAS EN EL A?O T - NUMERO DE CERTIFICACIONES ATENDIDAS EN EL A?O T-1) / NUMERO DE CERTIFICACIONES ATENDIDAS EN EL A?O T-1) * 100                    ,CERTIFICACIONES ATENDIDAS,23-1,"Instituto Nacional de Tecnología, Normalizacion y Metrología",23-1-1-1-2,SERVICIOS DE CERTIFICACIÓN,
2021,613,TASA DE VARIACION DE CERTIFICACIONES ATENDIDAS                    ,"CERTIFICACIONES DE PRODUCTOS, SERVICIOS, SISTEMAS Y PERSONAS, DE CONFORMIDAD A LAS NORMAS TECNICAS NACIONALES E INTERNACIONALES, EN CONCORDANCIA CON LOS LINEAMIENTOS  ACEPTADOS. APLICABLES A LOS CASOS EXIGIDOS POR LEY Y PARA AQUELLOS QUE SEAN DE CARACTER VOLUNTARIO.                                                   ",ANUAL,2018,35,1177,CERTIFICADOS,((NUMERO DE CERTIFICACIONES ATENDIDAS EN EL A?O T - NUMERO DE CERTIFICACIONES ATENDIDAS EN EL A?O T-1) / NUMERO DE CERTIFICACIONES ATENDIDAS EN EL A?O T-1) * 100                    ,CERTIFICACIONES ATENDIDAS,23-1,"Instituto Nacional de Tecnología, Normalizacion y Metrología",23-1-1-1-2,SERVICIOS DE CERTIFICACIÓN,
2020,613,TASA DE VARIACION DE CERTIFICACIONES ATENDIDAS                    ,"CERTIFICACIONES DE PRODUCTOS, SERVICIOS, SISTEMAS Y PERSONAS, DE CONFORMIDAD A LAS NORMAS TECNICAS NACIONALES E INTERNACIONALES, EN CONCORDANCIA CON LOS LINEAMIENTOS  ACEPTADOS. APLICABLES A LOS CASOS EXIGIDOS POR LEY Y PARA AQUELLOS QUE SEAN DE CARACTER VOLUNTARIO.                                                   ",ANUAL,2018,35,1177,CERTIFICADOS,((NUMERO DE CERTIFICACIONES ATENDIDAS EN EL A?O T - NUMERO DE CERTIFICACIONES ATENDIDAS EN EL A?O T-1) / NUMERO DE CERTIFICACIONES ATENDIDAS EN EL A?O T-1) * 100                    ,CERTIFICACIONES ATENDIDAS,23-1,"Instituto Nacional de Tecnología, Normalizacion y Metrología",23-1-1-1-2,SERVICIOS DE CERTIFICACIÓN,
2020,613,TASA DE VARIACION DE CERTIFICACIONES ATENDIDAS                    ,"CERTIFICACIONES DE PRODUCTOS, SERVICIOS, SISTEMAS Y PERSONAS, DE CONFORMIDAD A LAS NORMAS TECNICAS NACIONALES E INTERNACIONALES, EN CONCORDANCIA CON LOS LINEAMIENTOS  ACEPTADOS. APLICABLES A LOS CASOS EXIGIDOS POR LEY Y PARA AQUELLOS QUE SEAN DE CARACTER VOLUNTARIO.                                                   ",ANUAL,2018,35,1177,CERTIFICADOS,((NUMERO DE CERTIFICACIONES ATENDIDAS EN EL A?O T - NUMERO DE CERTIFICACIONES ATENDIDAS EN EL A?O T-1) / NUMERO DE CERTIFICACIONES ATENDIDAS EN EL A?O T-1) * 100                    ,CERTIFICACIONES ATENDIDAS,23-1,"Instituto Nacional de Tecnología, Normalizacion y Metrología",23-1-1-1-2,SERVICIOS DE CERTIFICACIÓN,
2021,613,TASA DE VARIACION DE CERTIFICACIONES ATENDIDAS                    ,"CERTIFICACIONES DE PRODUCTOS, SERVICIOS, SISTEMAS Y PERSONAS, DE CONFORMIDAD A LAS NORMAS TECNICAS NACIONALES E INTERNACIONALES, EN CONCORDANCIA CON LOS LINEAMIENTOS  ACEPTADOS. APLICABLES A LOS CASOS EXIGIDOS POR LEY Y PARA AQUELLOS QUE SEAN DE CARACTER VOLUNTARIO.                                                   ",ANUAL,2018,35,1177,CERTIFICADOS,((NUMERO DE CERTIFICACIONES ATENDIDAS EN EL A?O T - NUMERO DE CERTIFICACIONES ATENDIDAS EN EL A?O T-1) / NUMERO DE CERTIFICACIONES ATENDIDAS EN EL A?O T-1) * 100                    ,CERTIFICACIONES ATENDIDAS,23-1,"Instituto Nacional de Tecnología, Normalizacion y Metrología",23-1-1-1-2,SERVICIOS DE CERTIFICACIÓN,
2021,613,TASA DE VARIACION DE CERTIFICACIONES ATENDIDAS                    ,"CERTIFICACIONES DE PRODUCTOS, SERVICIOS, SISTEMAS Y PERSONAS, DE CONFORMIDAD A LAS NORMAS TECNICAS NACIONALES E INTERNACIONALES, EN CONCORDANCIA CON LOS LINEAMIENTOS  ACEPTADOS. APLICABLES A LOS CASOS EXIGIDOS POR LEY Y PARA AQUELLOS QUE SEAN DE CARACTER VOLUNTARIO.                                                   ",ANUAL,2018,35,1177,CERTIFICADOS,((NUMERO DE CERTIFICACIONES ATENDIDAS EN EL A?O T - NUMERO DE CERTIFICACIONES ATENDIDAS EN EL A?O T-1) / NUMERO DE CERTIFICACIONES ATENDIDAS EN EL A?O T-1) * 100                    ,CERTIFICACIONES ATENDIDAS,23-1,"Instituto Nacional de Tecnología, Normalizacion y Metrología",23-1-1-1-2,SERVICIOS DE CERTIFICACIÓN,
2020,613,TASA DE VARIACION DE CERTIFICACIONES ATENDIDAS                    ,"CERTIFICACIONES DE PRODUCTOS, SERVICIOS, SISTEMAS Y PERSONAS, DE CONFORMIDAD A LAS NORMAS TECNICAS NACIONALES E INTERNACIONALES, EN CONCORDANCIA CON LOS LINEAMIENTOS  ACEPTADOS. APLICABLES A LOS CASOS EXIGIDOS POR LEY Y PARA AQUELLOS QUE SEAN DE CARACTER VOLUNTARIO.                                                   ",ANUAL,2018,35,1177,CERTIFICADOS,((NUMERO DE CERTIFICACIONES ATENDIDAS EN EL A?O T - NUMERO DE CERTIFICACIONES ATENDIDAS EN EL A?O T-1) / NUMERO DE CERTIFICACIONES ATENDIDAS EN EL A?O T-1) * 100                    ,CERTIFICACIONES ATENDIDAS,23-1,"Instituto Nacional de Tecnología, Normalizacion y Metrología",23-1-1-1-2,SERVICIOS DE CERTIFICACIÓN,
2021,613,TASA DE VARIACION DE CERTIFICACIONES ATENDIDAS                    ,"CERTIFICACIONES DE PRODUCTOS, SERVICIOS, SISTEMAS Y PERSONAS, DE CONFORMIDAD A LAS NORMAS TECNICAS NACIONALES E INTERNACIONALES, EN CONCORDANCIA CON LOS LINEAMIENTOS  ACEPTADOS. APLICABLES A LOS CASOS EXIGIDOS POR LEY Y PARA AQUELLOS QUE SEAN DE CARACTER VOLUNTARIO.                                                   ",ANUAL,2018,35,1177,CERTIFICADOS,((NUMERO DE CERTIFICACIONES ATENDIDAS EN EL A?O T - NUMERO DE CERTIFICACIONES ATENDIDAS EN EL A?O T-1) / NUMERO DE CERTIFICACIONES ATENDIDAS EN EL A?O T-1) * 100                    ,CERTIFICACIONES ATENDIDAS,23-1,"Instituto Nacional de Tecnología, Normalizacion y Metrología",23-1-1-1-2,SERVICIOS DE CERTIFICACIÓN,
2020,613,TASA DE VARIACION DE CERTIFICACIONES ATENDIDAS                    ,"CERTIFICACIONES DE PRODUCTOS, SERVICIOS, SISTEMAS Y PERSONAS, DE CONFORMIDAD A LAS NORMAS TECNICAS NACIONALES E INTERNACIONALES, EN CONCORDANCIA CON LOS LINEAMIENTOS  ACEPTADOS. APLICABLES A LOS CASOS EXIGIDOS POR LEY Y PARA AQUELLOS QUE SEAN DE CARACTER VOLUNTARIO.                                                   ",ANUAL,2018,35,1177,CERTIFICADOS,((NUMERO DE CERTIFICACIONES ATENDIDAS EN EL A?O T - NUMERO DE CERTIFICACIONES ATENDIDAS EN EL A?O T-1) / NUMERO DE CERTIFICACIONES ATENDIDAS EN EL A?O T-1) * 100                    ,CERTIFICACIONES ATENDIDAS,23-1,"Instituto Nacional de Tecnología, Normalizacion y Metrología",23-1-1-1-2,SERVICIOS DE CERTIFICACIÓN,
2021,613,TASA DE VARIACION DE CERTIFICACIONES ATENDIDAS                    ,"CERTIFICACIONES DE PRODUCTOS, SERVICIOS, SISTEMAS Y PERSONAS, DE CONFORMIDAD A LAS NORMAS TECNICAS NACIONALES E INTERNACIONALES, EN CONCORDANCIA CON LOS LINEAMIENTOS  ACEPTADOS. APLICABLES A LOS CASOS EXIGIDOS POR LEY Y PARA AQUELLOS QUE SEAN DE CARACTER VOLUNTARIO.                                                   ",ANUAL,2018,35,1177,CERTIFICADOS,((NUMERO DE CERTIFICACIONES ATENDIDAS EN EL A?O T - NUMERO DE CERTIFICACIONES ATENDIDAS EN EL A?O T-1) / NUMERO DE CERTIFICACIONES ATENDIDAS EN EL A?O T-1) * 100                    ,CERTIFICACIONES ATENDIDAS,23-1,"Instituto Nacional de Tecnología, Normalizacion y Metrología",23-1-1-1-2,SERVICIOS DE CERTIFICACIÓN,
2020,613,TASA DE VARIACION DE CERTIFICACIONES ATENDIDAS                    ,"CERTIFICACIONES DE PRODUCTOS, SERVICIOS, SISTEMAS Y PERSONAS, DE CONFORMIDAD A LAS NORMAS TECNICAS NACIONALES E INTERNACIONALES, EN CONCORDANCIA CON LOS LINEAMIENTOS  ACEPTADOS. APLICABLES A LOS CASOS EXIGIDOS POR LEY Y PARA AQUELLOS QUE SEAN DE CARACTER VOLUNTARIO.                                                   ",ANUAL,2018,35,1177,CERTIFICADOS,((NUMERO DE CERTIFICACIONES ATENDIDAS EN EL A?O T - NUMERO DE CERTIFICACIONES ATENDIDAS EN EL A?O T-1) / NUMERO DE CERTIFICACIONES ATENDIDAS EN EL A?O T-1) * 100                    ,CERTIFICACIONES ATENDIDAS,23-1,"Instituto Nacional de Tecnología, Normalizacion y Metrología",23-1-1-1-2,SERVICIOS DE CERTIFICACIÓN,
2020,613,TASA DE VARIACION DE CERTIFICACIONES ATENDIDAS                    ,"CERTIFICACIONES DE PRODUCTOS, SERVICIOS, SISTEMAS Y PERSONAS, DE CONFORMIDAD A LAS NORMAS TECNICAS NACIONALES E INTERNACIONALES, EN CONCORDANCIA CON LOS LINEAMIENTOS  ACEPTADOS. APLICABLES A LOS CASOS EXIGIDOS POR LEY Y PARA AQUELLOS QUE SEAN DE CARACTER VOLUNTARIO.                                                   ",ANUAL,2018,35,1177,CERTIFICADOS,((NUMERO DE CERTIFICACIONES ATENDIDAS EN EL A?O T - NUMERO DE CERTIFICACIONES ATENDIDAS EN EL A?O T-1) / NUMERO DE CERTIFICACIONES ATENDIDAS EN EL A?O T-1) * 100                    ,CERTIFICACIONES ATENDIDAS,23-1,"Instituto Nacional de Tecnología, Normalizacion y Metrología",23-1-1-1-2,SERVICIOS DE CERTIFICACIÓN,
2020,961,COBERTURA A DOMICILIOS CON CONEXIONES DE ALCANTARILLADO SANITARIO,"ESTE INDICADOR NOS PERMITE MEDIR EL INCREMENTO DE CONEXIONES DOMICILIARIAS ALCANTARILLADO SANITARIO RESPECTO AL TOTAL DE DOMICILIOS SIN CONEXION, QUE NOS PERMITIRA VER LA BRECHA DE CONEXIONES NECESARIAS PARA AUMENTAR LA COBERTURA.                                                        ",ANUAL,2020,11576,1583516,UNIDAD,(NUMERO DE CONEXIONES DOMICILIARIAS A ALCANTARILLADO SANITARIO EN EL A?O T/ NUMERO TOTAL DE DOMICILIOS SIN CONEXION A ALCANTARILLADO SANITARIO EN AL A?O T)*100                      ,DOMICILIOS SIN CONEXION A ALCANTARILLADO SANITARIO S/ EPH 2017,13-Dec,Ministerio de Obras Públicas y Comunicaciones,12-13-2-3-3,MEJORAMIENTO DEL SERV. DE ALCANT. DE LA BAH. ASUNCIÓN,
2021,660,NNA ATENDIDA A TRAVES DE DISTINTAS ESTRATEGIAS DE PREVENCION DE RIESGO Y TRATAMIENTO DE ADICCIONES                        ,NUMERO DE NNA ATENDIDOS BAJO LAS DISTITNTAS MODALIDADES DE PREVENCION Y ATENCION A ADICCIONES TENIENDO EN CUENTA LA POBLACION POTENCIAL.                                                     ,ANUAL,2018,645,645,,NUMERO DE NNA ATENDIDOS/POBLACION POTENCIAL EN SITUACION DE RIESGO X 100.                        ,,20-Dec,Ministerio de la Niñez y la Adolescencia,12-20-2-1-5,"ABORDAJE A NNA EN CALLE, ADICCIONES O CONF. CON LA LEY PENAL",
2021,661,POBLACION EN SITUACION DE CALLE PROTEGIDA                 ,NUMERO DE NNA EN SITUACION DE CALLE ATENDIDOS BAJO LAS DISTITNTAS MODALIDADES DE PREVENCION Y ATENCION TENIENDO EN CUENTA LA POBLACION POTENCIAL.                                                    ,ANUAL,2018,0,0,,NNA EN SITUACION DE CALLE ATENDIDA/ NNA EN SITUACION DE CALLE                  ,,20-Dec,Ministerio de la Niñez y la Adolescencia,12-20-2-1-5,"ABORDAJE A NNA EN CALLE, ADICCIONES O CONF. CON LA LEY PENAL",
2020,661,POBLACION EN SITUACION DE CALLE PROTEGIDA                 ,NUMERO DE NNA EN SITUACION DE CALLE ATENDIDOS BAJO LAS DISTITNTAS MODALIDADES DE PREVENCION Y ATENCION TENIENDO EN CUENTA LA POBLACION POTENCIAL.                                                    ,ANUAL,2018,0,0,,NNA EN SITUACION DE CALLE ATENDIDA/ NNA EN SITUACION DE CALLE                  ,,20-Dec,Ministerio de la Niñez y la Adolescencia,12-20-2-1-5,"ABORDAJE A NNA EN CALLE, ADICCIONES O CONF. CON LA LEY PENAL",
2020,642,PORCENTAJE DE NNA EN SITUACION DE CALLE PROTEGIDOS                        ,"NNA EN SITUACION DE CALLE DADOS DE ALTA DEL SERVICIO DE ATENCION A NI?EZ EN SITUACION DE CALLE (?EMITY O SIMILARES) CON RELACION AL NUMERO DE NI?OS, NI?AS Y ADOLESCENTES EN SITUACION DE CALLE A SER IDENTIFICADOS A TRAVES DE UN CENSO REALIZADO A NIVEL PAIS.                                                     ",ANUAL,2019,0,0,,NNA EN SITUACION DE CALLE DADOS DE ALTA DEL SERVICIO DE ATENCION A NI?EZ (?EMITY O SIMILARES) / NUMERO TOTAL DE NI?OS EN SITUACION DE CALLE.                   ,,20-Dec,Ministerio de la Niñez y la Adolescencia,12-20-2-1-5,"ABORDAJE A NNA EN CALLE, ADICCIONES O CONF. CON LA LEY PENAL",
2021,642,PORCENTAJE DE NNA EN SITUACION DE CALLE PROTEGIDOS                        ,"NNA EN SITUACION DE CALLE DADOS DE ALTA DEL SERVICIO DE ATENCION A NI?EZ EN SITUACION DE CALLE (?EMITY O SIMILARES) CON RELACION AL NUMERO DE NI?OS, NI?AS Y ADOLESCENTES EN SITUACION DE CALLE A SER IDENTIFICADOS A TRAVES DE UN CENSO REALIZADO A NIVEL PAIS.                                                     ",ANUAL,2019,0,0,,NNA EN SITUACION DE CALLE DADOS DE ALTA DEL SERVICIO DE ATENCION A NI?EZ (?EMITY O SIMILARES) / NUMERO TOTAL DE NI?OS EN SITUACION DE CALLE.                   ,,20-Dec,Ministerio de la Niñez y la Adolescencia,12-20-2-1-5,"ABORDAJE A NNA EN CALLE, ADICCIONES O CONF. CON LA LEY PENAL",
2020,833,PORCENTAJE DE POBLACION CON ACCESO A SISTEMA DE AGUA POTABLE  PROVISTO POR EL SENASA                      ,CANTIDAD DE PERSONAS QUE ACCEDEN AL AGUA POTABLE Y SANEAMIENTO EN POBLACIONES RURALES MENORES A 10.000 HABITANTES Y EN COMUNIDADES INDIGENAS.                                                        ,TRIMESTRAL,2018,1987809,2689244,SISTEMAS,"(NUMERO DE PERSONAS QUE ACCEDEN A SISTEMA DE AGUA POTABLE EN POBLACIONES RURALES MENORES A 10.000 HABITANTES Y EN COMUNIDADES INDIGENAS AL A?O T, CON RELACION A LA POBLACION META) X 100.                  ",ACCESO A SISTEMA DE AGUA POTABLE,8-Dec,Ministerio de Salud Pública y Bienestar Social,12-8-2-7-4,SP ABAST.DE AGUA. POT.Y SAN.BAS PEQ.COM.RURAL E INDI(FOCEM),
2022,833,PORCENTAJE DE POBLACION CON ACCESO A SISTEMA DE AGUA POTABLE  PROVISTO POR EL SENASA                      ,CANTIDAD DE PERSONAS QUE ACCEDEN AL AGUA POTABLE Y SANEAMIENTO EN POBLACIONES RURALES MENORES A 10.000 HABITANTES Y EN COMUNIDADES INDIGENAS.                                                        ,TRIMESTRAL,2018,1987809,2689244,SISTEMAS,"(NUMERO DE PERSONAS QUE ACCEDEN A SISTEMA DE AGUA POTABLE EN POBLACIONES RURALES MENORES A 10.000 HABITANTES Y EN COMUNIDADES INDIGENAS AL A?O T, CON RELACION A LA POBLACION META) X 100.                  ",ACCESO A SISTEMA DE AGUA POTABLE,8-Dec,Ministerio de Salud Pública y Bienestar Social,12-8-2-7-4,SP ABAST.DE AGUA. POT.Y SAN.BAS PEQ.COM.RURAL E INDI(FOCEM),
2020,1006,PORCENTAJE DE LA POBLACION ATENDIDA EN EL HOSPITAL DEL INDIGENA EN EL A?O T,CORRESPONDE A LA CANTIDAD DE PERSONAS ATENDIDAS EN ESTE HOSPITAL.,TRIMESTRAL,2018,8927,117150,ATENCIONES,NUMERO DE PERSONAS ATENDIDAS EN EL A?O T/POBLACION INDIGENA EN EL A?O T *100,CANTIDAD DE PERSONAS ATENDIDAS,8-Dec,Ministerio de Salud Pública y Bienestar Social,12-8-2-2-37,ATEN. INT. A POBLACIÓN H. INDÍGENA SAN ROQUE G. SC.,
